Unnamed: 0,Centres d'estudi,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Codi,Nom del centre d'estudi,Universitat,Població,Tipusde centre,Placesorientatives,Preuorientatiu,Observacions
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71070,Enginyeria de Sistemes i Serveis de Telecomunicacions / EnginyeriaBiomèdica (simultaneïtat),URV,Tarragona,U. Públ.,10.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31065,Enginyeria de Sistemes TIC (àmbit d'Informàtica i Comunicacions),UPC,Manresa,U. Públ.,44.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31015,Enginyeria de Tecnologia i Disseny Tèxtil / Enginyeria Elèctrica / EnginyeriaElectrònica Industrial i Automàtica / Enginyeria Mecànica / EnginyeriaQuímica (agrupació),UPC,Terrassa,U. Públ.,270.0,N/A,08-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31086,Enginyeria de Tecnologies i Serveis de Telecomunicació,UPC,Barcelona,U. Públ.,180.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31111,Enginyeria de Tecnologies i Serveis de Telecomunicació  Grau en + MàsterUniversitari en Enginyeria de Telecomunicació (PARS: Enginyer/a deTelecomunicació),UPC,Barcelona,U. Públ.,40.0,N/A,21-28
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41020,Enginyeria de Xarxes de Telecomunicació,UPF,Barcelona,U. Públ.,40.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41057,"Enginyeria d'Organització Industrial / Enginyeria Electrònica Industrial iAutomàtica / Enginyeria Mecànica ""Tecnocampus"" (agrupació)",UPF,Mataró,U. Públ. CA,80.0,5.930 €,08-17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31053,Enginyeria Elèctrica,UPC,Barcelona  Sant Adrià de Besòs,U. Públ.,80.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81040,Enginyeria Elèctrica,UdG,Girona,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71037,Enginyeria Elèctrica,URV,Tarragona,U. Públ.,50.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81050,Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica(simultaneïtat),UdG,Girona,U. Públ.,15.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71058,Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica(simultaneïtat),URV,Tarragona,U. Públ.,10.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31015,Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica /Enginyeria Mecànica / Enginyeria Química / Enginyeria de Tecnologia iDisseny Tèxtil (agrupació),UPC,Terrassa,U. Públ.,270.0,N/A,08-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31124,Enginyeria Elèctrica i Sistemes Ferroviaris / Enginyeria Electrònica Industriali Automàtica / Enginyeria Mecànica (Agrupació),UPC,Vilanova i la Geltrú,U. Públ.,200.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11017,Enginyeria Electrònica de Telecomunicació,UB,Barcelona,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31099,Enginyeria Electrònica de Telecomunicació,UPC,Barcelona,U. Públ.,50.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21115,Enginyeria Electrònica de Telecomunicació / Enginyeria de Sistemes deTelecomunicació (agrupació),UAB,Cerdanyola del Vallès,U. Públ.,140.0,N/A,13-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21106,Enginyeria Electrònica de Telecomunicació / Enginyeria Informàtica(simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21025,"Enginyeria Electrònica Industrial i Automàtica ""EU Salesiana de Sarrià""",UAB,Barcelona,U. Públ. CA,35.0,7.710 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31054,Enginyeria Electrònica Industrial i Automàtica,UPC,Barcelona  Sant Adrià de Besòs,U. Públ.,135.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81021,Enginyeria Electrònica Industrial i Automàtica,UdG,Girona,U. Públ.,50.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71038,Enginyeria Electrònica Industrial i Automàtica,URV,Tarragona,U. Públ.,80.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81050,Enginyeria Electrònica Industrial i Automàtica / Enginyeria Elèctrica(simultaneïtat),UdG,Girona,U. Públ.,15.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71058,Enginyeria Electrònica Industrial i Automàtica / Enginyeria Elèctrica(simultaneïtat),URV,Tarragona,U. Públ.,10.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21112,"Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica ""EUSalesiana de Sarrià"" (simultaneïtat)",UAB,Barcelona,U. Públ. CA,15.0,7.710 €,04-17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41057,"Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica /Enginyeria d'Organització Industrial ""Tecnocampus"" (agrupació)",UPF,Mataró,U. Públ. CA,80.0,5.930 €,08-17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31124,Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica /Enginyeria Elèctrica i Sistemes Ferroviaris (Agrupació),UPC,Vilanova i la Geltrú,U. Públ.,200.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31104,Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica /Enginyeria Química / Enginyeria de Recursos Minerals i el seu Reciclatge(agrupació),UPC,Manresa,U. Públ.,180.0,N/A,08-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31015,Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica /Enginyeria Química / Enginyeria de Tecnologia i Disseny Tèxtil / EnginyeriaElèctrica (agrupació),UPC,Terrassa,U. Públ.,270.0,N/A,08-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61061,Enginyeria en Electrònica Industrial i Automàtica / Enginyeria Mecànica /Enginyeria de l'Energia i Sostenibilitat (agrupació),UdL,Lleida,U. Públ.,110.0,N/A,13-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61075,Enginyeria en Electrònica Industrial i Automàtica / Enginyeria Mecànica /Enginyeria de l'Energia i Sostenibilitat (agrupació) Grau en + MàsterUniversitari en Enginyeria Industrial (PARS: Enginyer/a Industrial),UdL,Lleida,U. Públ.,10.0,N/A,13-16-28
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21127,"Enginyeria en Energies Renovables i Eficiència Energètica ""EU Salesiana deSarrià""",UAB,Barcelona,U. Públ. CA,30.0,7.710 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31087,Enginyeria en Geoinformació i Geomàtica,UPC,Barcelona,U. Públ.,40.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41019,Enginyeria en Informàtica,UPF,Barcelona,U. Públ.,55.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21022,"Enginyeria en Organització Industrial ""EU Salesiana de Sarrià""",UAB,Barcelona,U. Públ. CA,45.0,7.710 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61070,Enginyeria en Organització Industrial i Logística / Administració i Direcciód'Empreses (simultaneïtat),UdL,Igualada,U. Públ.,10.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61060,Enginyeria en Organització Industrial i Logística / Enginyeria Química(agrupació),UdL,Igualada,U. Públ.,50.0,N/A,13-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41018,Enginyeria en Sistemes Audiovisuals,UPF,Barcelona,U. Públ.,55.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31049,Enginyeria en Sistemes i Tecnologia Naval,UPC,Barcelona,U. Públ.,60.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31112,Enginyeria en Tecnologies Aeroespacials  Grau en + Màster Universitari enEnginyeria Aeronàutica (PARS: Enginyer/a Aeronàutic/a),UPC,Terrassa,U. Públ.,60.0,N/A,21-28
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81041,Enginyeria en Tecnologies Industrials,UdG,Girona,U. Públ.,70.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81046,Enginyeria en Tecnologies Industrials / Administració i Direcció d'Empreses(simultaneïtat),UdG,Girona,U. Públ.,15.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31114,Enginyeria en Tecnologies Industrials  Grau en + Màster Universitari enEnginyeria Industrial (PARS: Enginyer/a Industrial),UPC,Terrassa,U. Públ.,180.0,N/A,21-28
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31115,Enginyeria en Tecnologies Industrials  Grau en + Màster Universitari enEnginyeria Industrial (PARS: Enginyer/a Industrial),UPC,Barcelona,U. Públ.,400.0,N/A,21-28
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31031,Enginyeria en Vehicles Aeroespacials,UPC,Terrassa,U. Públ.,60.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31067,Enginyeria Física,UPC,Barcelona,U. Públ.,44.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61014,Enginyeria Forestal,UdL,Lleida,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61042,Enginyeria Forestal / Conservació de la Natura (simultaneïtat),UdL,Lleida,U. Públ.,25.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11018,Enginyeria Informàtica,UB,Barcelona,U. Públ.,70.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31059,Enginyeria Informàtica,UPC,Barcelona,U. Públ.,360.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21071,Enginyeria Informàtica,UAB,Cerdanyola del Vallès,U. Públ.,190.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81042,Enginyeria Informàtica,UdG,Girona,U. Públ.,100.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61074,Enginyeria Informàtica,UdL,Igualada,U. Públ.,35.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61015,Enginyeria Informàtica,UdL,Lleida,U. Públ.,60.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71039,Enginyeria Informàtica,URV,Tarragona,U. Públ.,110.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31037,Enginyeria Informàtica,UPC,Vilanova i la Geltrú,U. Públ.,55.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31116,Enginyeria Informàtica  Grau en + Màster Universitari en EnginyeriaInformàtica (PARS: Enginyer/a Informàtic/a),UPC,Barcelona,U. Públ.,40.0,N/A,21-28
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61076,Enginyeria Informàtica  Grau en + Màster Universitari en EnginyeriaInformàtica (PARS: Enginyer/a Informàtic/a),UdL,Lleida,U. Públ.,10.0,N/A,16-28
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61036,Enginyeria Informàtica / Administració i Direcció d'Empreses (simultaneïtat),UdL,Lleida,U. Públ.,10.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71056,Enginyeria Informàtica / Biotecnologia (simultaneïtat),URV,Tarragona,U. Públ.,10.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21105,Enginyeria Informàtica / Enginyeria de Sistemes de Telecomunicació(simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21106,Enginyeria Informàtica / Enginyeria Electrònica de Telecomunicació(simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11016,Enginyeria Informàtica / Matemàtiques (simultaneïtat),UB,Barcelona,U. Públ.,20.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41047,"Enginyeria Informàtica de Gestió i Sistemes d'Informació ""Tecnocampus""",UPF,Mataró,U. Públ. CA,50.0,5.930 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41052,"Enginyeria Informàtica de Gestió i Sistemes d'Informació / Disseny iProducció de Videojocs ""Tecnocampus"" (simultaneïtat)",UPF,Mataró,U. Públ. CA,30.0,7.480 €,04-17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41056,Enginyeria Matemàtica en Ciència de Dades,UPF,Barcelona,U. Públ.,40.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71081,Enginyeria Matemàtica i Física,URV,Tarragona,U. Públ.,20.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21026,"Enginyeria Mecànica ""EU Salesiana de Sarrià""",UAB,Barcelona,U. Públ. CA,40.0,7.710 €,17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31027,Enginyeria Mecànica,UPC,Barcelona  Sant Adrià de Besòs,U. Públ.,235.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81022,Enginyeria Mecànica,UdG,Girona,U. Públ.,90.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71040,Enginyeria Mecànica,URV,Tarragona,U. Públ.,65.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61065,Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat (simultaneïtat),UdL,Lleida,U. Públ.,10.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61061,Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat / Enginyeria enElectrònica Industrial i Automàtica (agrupació),UdL,Lleida,U. Públ.,110.0,N/A,13-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61075,Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat / Enginyeria enElectrònica Industrial i Automàtica (agrupació) Grau en + Màster Universitarien Enginyeria Industrial (PARS: Enginyer/a Industrial),UdL,Lleida,U. Públ.,10.0,N/A,13-16-28
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41057,"Enginyeria Mecànica / Enginyeria d'Organització Industrial / EnginyeriaElectrònica Industrial i Automàtica ""Tecnocampus"" (agrupació)",UPF,Mataró,U. Públ. CA,80.0,5.930 €,08-17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31124,Enginyeria Mecànica / Enginyeria Elèctrica i Sistemes Ferroviaris /Enginyeria Electrònica Industrial i Automàtica (Agrupació),UPC,Vilanova i la Geltrú,U. Públ.,200.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21112,"Enginyeria Mecànica / Enginyeria Electrònica Industrial i Automàtica ""EUSalesiana de Sarrià"" (simultaneïtat)",UAB,Barcelona,U. Públ. CA,15.0,7.710 €,04-17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31104,Enginyeria Mecànica / Enginyeria Química / Enginyeria de RecursosMinerals i el seu Reciclatge / Enginyeria Electrònica Industrial i Automàtica(agrupació),UPC,Manresa,U. Públ.,180.0,N/A,08-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31015,Enginyeria Mecànica / Enginyeria Química / Enginyeria de Tecnologia iDisseny Tèxtil / Enginyeria Elèctrica / Enginyeria Electrònica Industrial iAutomàtica (agrupació),UPC,Terrassa,U. Públ.,270.0,N/A,08-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91011,Enginyeria Mecatrònica,UVic-UCC,Vic,U. Priv.,45.0,6.058 €,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11019,Enginyeria Química,UB,Barcelona,U. Públ.,70.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31055,Enginyeria Química,UPC,Barcelona  Sant Adrià de Besòs,U. Públ.,100.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21090,Enginyeria Química,UAB,Cerdanyola del Vallès,U. Públ.,80.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81023,Enginyeria Química,UdG,Girona,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71041,Enginyeria Química,URV,Tarragona,U. Públ.,80.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31104,Enginyeria Química / Enginyeria de Recursos Minerals i el seu Reciclatge /Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica(agrupació),UPC,Manresa,U. Públ.,180.0,N/A,08-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31015,Enginyeria Química / Enginyeria de Tecnologia i Disseny Tèxtil / EnginyeriaElèctrica / Enginyeria Electrònica Industrial i Automàtica / EnginyeriaMecànica (agrupació),UPC,Terrassa,U. Públ.,270.0,N/A,08-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61060,Enginyeria Química / Enginyeria en Organització Industrial i Logística(agrupació),UdL,Igualada,U. Públ.,50.0,N/A,13-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31076,Enginyeria Telemàtica / Enginyeria de Sistemes de Telecomunicació (inclouxarxes i Internet) (agrupació),UPC,Castelldefels,U. Públ.,80.0,N/A,08-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31077,Enginyeria Telemàtica / Enginyeria de Sistemes de Telecomunicació (inclouxarxes i Internet) (febrer) (agrupació),UPC,Castelldefels,U. Públ.,20.0,N/A,06-08-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31085,Enginyeria Telemàtica - Enginyeria de Sistemes de Telecomunicació  /Enginyeria de Sistemes Aeroespacials (agrupació de simultaneïtat),UPC,Castelldefels,U. Públ.,40.0,N/A,12-21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71013,Enologia,URV,Tarragona,U. Públ.,35.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91902,Estadística,UB / UPC,Barcelona,U. Públ.,50.0,N/A,16-23
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91914,Estadística / Economia (simultaneïtat),UB / UPC,Barcelona,U. Públ.,20.0,N/A,16 -23
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21128,Estadística Aplicada,UAB,Cerdanyola del Vallès,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21129,Estadística Aplicada / Sociologia (simultaneïtat),UAB,Cerdanyola del Vallès,U. Públ.,20.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11021,Estudis Anglesos (docència en Anglès),UB,Barcelona,U. Públ.,160.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21135,Estudis Anglesos,UAB,Cerdanyola del Vallès,U. Públ.,80.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61054,Estudis Anglesos,UdL,Lleida,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61051,Estudis Anglesos / Llengües Aplicades i Traducció (simultaneïtat),UdL,Lleida,U. Públ.,10.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11094,Estudis Àrabs i Hebreus,UB,Barcelona,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21140,Estudis d'Anglès i Català,UAB,Cerdanyola del Vallès,U. Públ.,30.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21141,Estudis d'Anglès i de Clàssiques,UAB,Cerdanyola del Vallès,U. Públ.,30.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21142,Estudis d'Anglès i Espanyol,UAB,Cerdanyola del Vallès,U. Públ.,30.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21143,Estudis d'Anglès i Francès,UAB,Cerdanyola del Vallès,U. Públ.,30.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21030,Estudis d'Àsia Oriental -Japonès-,UAB,Cerdanyola del Vallès,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21067,Estudis d'Àsia Oriental -Xinès-,UAB,Cerdanyola del Vallès,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21144,Estudis de Català i Espanyol,UAB,Cerdanyola del Vallès,U. Públ.,30.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21133,Estudis d'Espanyol i Xinès: Llengua  Literatura i Cultura,UAB,Cerdanyola del Vallès,U. Públ.,40.0,N/A,01-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41065,Estudis Globals,UPF,Barcelona,U. Públ.,40.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41066,Estudis Globals (Només per a estudiants amb uns estudis de batxillerat oequivalent que NO pertanyin a sistemes educatius de la Unió Europea nid'altres estats amb acords de reciprocitats),UPF,Barcelona,U. Públ.,30.0,N/A,21-24
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81084,Estudis Globals / Global Studies (docència en Anglès),UdG,Girona,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91062,Estudis Globals / Global Studies (docència en Anglès),UVic-UCC,Vic,U. Priv.,40.0,6.058 €,01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81085,Estudis Globals / Global Studies (docència en Anglès) / Turisme(simultaneïtat),UdG,Girona,U. Públ.,20.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41022,Estudis Internacionals d'Economia i Empresa - International BusinessEconomics (docència en Anglès),UPF,Barcelona,U. Públ.,90.0,N/A,21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21148,Estudis Socioculturals de Gènere,UAB,Cerdanyola del Vallès,U. Públ.,60.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11023,Estudis Literaris,UB,Barcelona,U. Públ.,100.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11024,Farmàcia,UB,Barcelona,U. Públ.,340.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11075,Farmàcia / Nutrició Humana i Dietètica (simultaneïtat),UB,Barcelona  Santa Coloma deGramenet,U. Públ.,20.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11025,Filologia Catalana,UB,Barcelona,U. Públ.,70.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81070,Filologia Catalana,UdG,Girona,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21134,Filologia Catalana: Estudis de Literatura i Lingüística,UAB,Cerdanyola del Vallès,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61055,Filologia Catalana i Estudis Occitans,UdL,Lleida,U. Públ.,20.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81080,Filologia Catalana / Filologia Hispànica (simultaneïtat),UdG,Girona,U. Públ.,10.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61058,Filologia Catalana i Estudis Occitans / Llengües Aplicades i Traducció(simultaneïtat),UdL,Lleida,U. Públ.,10.0,N/A,04-16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11026,Filologia Clàssica,UB,Barcelona,U. Públ.,60.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11027,Filologia Hispànica,UB,Barcelona,U. Públ.,120.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81071,Filologia Hispànica,UdG,Girona,U. Públ.,40.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61079,Filologia Hispànica,UdL,Lleida,U. Públ.,25.0,N/A,16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81080,Filologia Hispànica / Filologia Catalana (simultaneïtat),UdG,Girona,U. Públ.,10.0,N/A,16
