Ponderació de les matèries de modalitat de 2n de batxillerat per al'accés a la universitat a la preinscripció universitària a Catalunya,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
11032,Geologia,UB,C,N/A,N/A,0 1,0 1,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A
21037,Geologia,UAB,C,N/A,N/A,0 1,0 A1r,s Es,èniq,es,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A
21151,Geologia / Ciències Ambientals (Simultaneïtat),UAB,C,N/A,N/A,0 2,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,N/A,N/A,N/A,N/A,N/A
21038,Gestió Aeronàutica,UAB,CSJ,N/A,N/A,0 1,0 B1i,l0o g1i,0 1,0 1,0 1,0 1,0 2,0 2,0 1,N/A,0 1,0 1,0 1,N/A,N/A,N/A,0 2,0 2,0 1,N/A,0 1,N/A,N/A,N/A
21149,Gestió de Ciutats Intel·ligents i Sostenibles,UAB,EA,N/A,N/A,0 1,N/A,N/A,0 1,0 1,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,0 2,N/A,0 2,N/A,N/A
91060,Gestió de la Societat Digital (Campus Manresa),UVic-UCC,CSJ,N/A,N/A,0 2,Ci,ncie,Gen,r0a ls1,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 1,N/A,N/A,N/A,0 2,0 2,0 2,0 2,0 2,N/A,0 2,N/A
11091,Gestió d'Informació i Documentació Digital,UB,CSJ,N/A,N/A,0 1,N/A,0 1,0 1,0 1,0 1,0 1,0 2,0 1,0 1,N/A,0 2,0 2,0 1,0 2,0 2,N/A,0 1,0 1,0 1,N/A,0 2,N/A,0 2,0 2
11098,Gestió d'Informació i Documentació Digital / ComunicacióAudiovisual (Simultaneïtat),UB,CSJ,0 2,0 2,0 1,Di,uix0 1,rtísti0 1,0 2,0 1,0 1,0 2,0 1,0 1,N/A,0 2,0 2,0 2,0 2,0 2,N/A,0 2,0 2,0 1,N/A,0 2,N/A,0 2,0 2
71068,Gestió en Turisme i Hoteleria,URV,CSJ,0 1,0 1,0 1,N/A,0 1,0 1,0 1,0 1,0 2,0 2,0 2,0 1,N/A,0 1,0 1,0 2,0 1,0 1,N/A,0 2,0 2,0 1,N/A,0 1,N/A,N/A,0 1
11052,Gestió i Administració Pública,UB,CSJ,N/A,N/A,0 1,N/A,N/A,N/A,N/A,0 1,N/A,0 2,0 2,0 1,N/A,0 1,0 1,0 1,N/A,N/A,N/A,0 2,0 2,0 1,0 2,0 2,N/A,0 2,N/A
11070,Gestió i Administració Pública / Dret (Simultaneïtat),UPF,CSJ,N/A,N/A,0 1,N/A,N/A,N/A,N/A,0 1,N/A,0 2,0 2,0 1,N/A,0 1,0 2,0 1,N/A,N/A,N/A,0 2,0 2,0 1,0 2,0 2,N/A,0 2,N/A
41064,Grau Obert  Programa de (Agrupació),UPF,AH-CSJ-CS-EA,0 2,0 2,0 2,Fí0 2Fo,ica0 2ame,0 2ts A,0 2tístic,0 2(Fon,0 2ment,0 2de les,0 2Arts),0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2,0 2
Grau,N/A,Universitat,Branca,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11035,Història,UB,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,N/A
21040,Història,UAB,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,N/A
61028,Història,UdL,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,N/A
71077,Història,URV,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,N/A
81074,Història,UdG,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,N/A
11096,Història / Arqueologia (Simultaneïtat),UB,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,N/A
11104,Història / Història de l'Art (Simultaneïtat),UB,AH,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,N/A
81078,Història / Història de l'Art (simultaneïtat),UdG,AH,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,N/A
11034,Història de l'Art,UB,AH,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,N/A
21039,Història de l'Art,UAB,AH,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,N/A
81075,Història de l'Art,UdG,AH,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,N/A
11104,Història de l'Art / Història (Simultaneïtat),UB,AH,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,N/A
81078,Història de l'Art / Història (Simultaneïtat),UdG,AH,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,N/A
71078,Història de l'Art i Arqueologia,URV,AH,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,N/A
61081,Història de l'Art i Gestió del Patrimoni Artístic,UdL,AH,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,N/A,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 1,0 2
21138,Història  Política i Economia Contemporànies,UAB,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 1,0 2,0 1,0 1,0 1,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,0 1
21101,Humanitats,UAB,AH,0 2,0 2,N/A,N/A,0 2,N/A,0 1,N/A,0 2,0 1,0 2,N/A,0 1,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 1,N/A,0 2,0 2
41003,Humanitats,UPF,AH,0 2,0 2,N/A,N/A,0 2,N/A,0 1,N/A,0 2,0 1,0 2,N/A,0 1,0 2,0 2,0 2,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 1,N/A,0 2,0 2
11037,Infermeria (Campus Bellvitge),UB,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
11081,Infermeria (Campus Clínic),UB,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
11036,"Infermeria ""Sant Joan de Déu""",UB,CS,N/A,N/A,0 2,Bi,logi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
21044,Infermeria,UAB,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
21041,Infermeria EUIT de Terrassa,UAB,CS,N/A,N/A,0 2,Ci,ncie,Gen,rals,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
21042,"Infermeria ""Gimbernat""",UAB,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
21043,"Infermeria ""Sant Pau""",UAB,CS,N/A,N/A,0 2,Di,uix,rtísti,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
41021,"Infermeria ""Escola Superior d'Infermeria del Mar""",UPF,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
41031,"Infermeria ""Tecnocampus""",UPF,CS,N/A,N/A,0 2,Di,uix,ècnic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
61029,Infermeria,UdL,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
61046,Infermeria (Igualada),UdL,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
81066,Infermeria,UdG,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
71016,Infermeria,URV,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
71028,Infermeria (Tortosa),URV,CS,N/A,N/A,0 2,Fo,ame,ts A,tístic,(Fon,ment,de les,Arts),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
71032,Infermeria (El Vendrell),URV,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
71084,Infermeria (Vilafranca del Penedès),URV,CS,N/A,N/A,0 2,Fu,cion,men,de l’,mpr,sa i,odel,de,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
91013,Infermeria,UVic-UCC,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
91043,Infermeria (Campus Manresa),UVic-UCC,CS,N/A,N/A,0 2,G,ograf,a,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
61044,Infermeria / Fisioteràpia (Simultaneïtat),UdL,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,N/A
21046,Informàtica i Serveis,UAB,EA,N/A,N/A,N/A,la,erra i,edi A,bien,) 0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,0 2,N/A,N/A,N/A,N/A
81058,Innovació i Seguretat Alimentària,UdG,EA,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A
Grau,N/A,Universitat,Branca,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31106,Intel·ligència Artificial,UPC,EA,N/A,N/A,0 2,N/A,N/A,0 1,N/A,0 2,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,0 2,N/A,0 1,N/A,N/A
21139,Intel·ligència Artificial / Artificial Intelligence (docència enanglès),UAB,EA,N/A,N/A,0 2,N/A,N/A,0 1,N/A,0 2,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,0 1,0 2,N/A,0 1,N/A,N/A
10120,Investigació Privada (Títol propi  no oficial),UB,CSJ,0 1,0 1,0 2,N/A,0 2,0 1,0 1,0 2,0 2,0 1,0 2,0 1,N/A,0 1,0 2,0 2,0 1,0 1,N/A,0 2,0 2,0 2,0 1,0 1,0 1,0 1,0 1
11039,Lingüística,UB,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2
71072,Llengua i Literatura Catalanes,URV,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2
21136,Llengua i Literatura Espanyoles,UAB,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2
71073,Llengua i Literatura Hispàniques,URV,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2
41023,Llengües Aplicades,UPF,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,0 1,N/A,0 2,0 2
41054,Llengües Aplicades / Traducció i Interpretació - Anglès -(Simultaneïtat),UPF,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 1,N/A,N/A,N/A,N/A,0 1,N/A,0 2,0 2
61051,Llengües Aplicades i Traducció / Estudis Anglesos(Simultaneïtat),UdL,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2
61058,Llengües Aplicades i Traducció / Filologia Catalana i EstudisOccitans (Simultaneïtat),UdL,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2
61080,Llengües Aplicades i Traducció / Filologia Hispànica(Simultaneïtat),UdL,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2
11040,Llengües i Literatures Modernes,UB,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2
11082,Llengües Romàniques i les seves Literatures,UB,AH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,0 2,0 2,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2
81064,"Logística Empresarial ""Mediterrani""",UdG,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A
41048,"Logística i Negocis Marítims ""Tecnocampus""",UPF,CSJ,N/A,N/A,N/A,Bi,logi,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A
21048,Logopèdia,UAB,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A
81051,"Màrqueting ""Mediterrani""",UdG,CSJ,N/A,N/A,N/A,Ci,ncie,Gen,rals,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,N/A
71062,"Màrqueting ""ESIC""",URV,CSJ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,N/A
71074,"Màrqueting ""ESIC"" (Docència en Anglès)",URV,CSJ,N/A,N/A,N/A,Di,uix,rtísti,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,N/A
81062,"Màrqueting / Turisme ""Mediterrani"" (Simultaneïtat)",UdG,CSJ,0 1,0 1,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,N/A
71079,"Màrqueting / Administració i Direcció d'Empreses ""ESIC""(simultaneïtat) Reus / Barcelona",URV,CSJ,N/A,N/A,0 2,Di,uix,ècnic,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,0 2,N/A,0 2,N/A
71080,"Màrqueting / Administració i Direcció d'Empreses ""ESIC""(simultaneïtat) Tortosa / Barcelona",URV,CSJ,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,0 2,N/A,0 2,N/A
61078,"Màrqueting i Comunicació Digital ""Centre Universitari EAE""",UdL,CSJ,0 2,0 2,N/A,Fo,ame,ts A,tístic,(Fon,ment,d0e  l2es,Arts),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A
31132,"Màrqueting  Innovació i Tecnologia ""EUNCET"" (Campus 22@)",UPC,CSJ,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,N/A
31131,"Màrqueting  Innovació i Tecnologia ""EUNCET"" (Campus 22@)(semipresencial)",UPC,CSJ,0 2,0 2,N/A,N,goci (,cono,ia de,l'Emp,esa),0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,N/A
31134,"Màrqueting  Innovació i Tecnologia ""EUNCET"" (Campus Terrassa)",UPC,CSJ,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,N/A
31133,"Màrqueting  Innovació i Tecnologia ""EUNCET"" (Campus Terrassa)(semipresencial)",UPC,CSJ,0 2,0 2,N/A,Gla,ologierra i,i Ciedi A,nciesbien,Amb),ental,(Cièn0 2,ies d,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,N/A
Grau,N/A,Universitat,Branca,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31129,"Màrqueting  Innovació i Tecnologia / Empresa  Innovació i Tecnologia""EUNCET"" (Campus 22@) (simultaneïtat)",UPC,CSJ,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,0 2,N/A,0 2,N/A
31130,"Màrqueting  Innovació i Tecnologia / Empresa  Innovació i Tecnologia""EUNCET"" (Campus Terrassa) (simultaneïtat)",UPC,CSJ,0 2,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,N/A,0 2,N/A,0 2,N/A
91032,Màrqueting i Comunicació Empresarial,UVic-UCC,CSJ,0 2,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,N/A
41039,"Màrqueting i Comunitats Digitals ""Tecnocampus""",UPF,CSJ,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 1,0 2,0 1,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,N/A
41041,"Màrqueting i Comunitats Digitals / Administració d'Empresesi Gestió de la Innovació ""Tecnocampus"" (Simultaneïtat)",UPF,CSJ,0 2,0 2,0 2,N/A,N/A,N/A,0 2,0 2,0 1,0 2,0 2,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,0 2,0 2,N/A,0 2,N/A,0 2,N/A
41062,"Màrqueting i Comunitats Digitals / Turisme i Gestió delLleure ""Tecnocampus"" (simultaneïtat)",UPF,CSJ,0 2,0 2,N/A,N/A,N/A,N/A,0 2,N/A,0 2,0 2,0 2,N/A,N/A,0 2,0 2,0 2,N/A,N/A,N/A,0 2,0 2,N/A,N/A,0 2,N/A,N/A,N/A
21122,Matemàtica Computacional i Analítica de Dades,UAB,C,N/A,N/A,0 1,0 1,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 1,0 1,N/A,N/A,N/A,N/A
11041,Matemàtiques,UB,C,N/A,N/A,0 1,0 1,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 1,0 1,N/A,N/A,N/A,N/A
21003,Matemàtiques,UAB,C,N/A,N/A,0 1,0 1,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 1,0 1,N/A,N/A,N/A,N/A
31040,Matemàtiques,UPC,EA,N/A,N/A,0 1,0 1,N/A,N/A,N/A,0 2,N/A,N/A,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 1,0 1,N/A,N/A,N/A,N/A
11066,Matemàtiques / Administració i Direcció d'Empreses(Simultaneïtat),UB,C,N/A,N/A,0 2,A0 1,àlisi,usic,l,0 2,N/A,0 2,0 2,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,0 1,N/A,N/A,0 2,N/A
11016,Matemàtiques / Enginyeria Informàtica (Simultaneïtat),UB,C,N/A,N/A,0 1,0 A1r,s Es,è0n i1q,es,0 2,N/A,0 1,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 1,0 2,N/A,0 2,N/A,N/A
11020,Matemàtiques / Física (Simultaneïtat),UB,C,N/A,N/A,0 1,0 1,N/A,0 1,N/A,0 2,N/A,N/A,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,0 1,N/A,N/A,N/A,N/A
21005,Matemàtiques / Física (Simultaneïtat),UAB,C,N/A,N/A,0 1,Bi0 1,logi,0 1,N/A,0 2,N/A,N/A,N/A,0 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,0 2,0 2,0 1,N/A,N/A,N/A,N/A
11083,Medicina (Campus Bellvitge),UB,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A
11043,Medicina (Campus Clínic),UB,CS,N/A,N/A,0 2,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0 2,N/A,N/A,N/A,N/A,N/A
